job_title,avg_salary_yearly_mean,avg_salary_yearly_median,avg_salary_yearly_min,avg_salary_yearly_max,count_records,avg_salary_monthly_mean,avg_rating,skills
senior ios developer - intern,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.3,R
senior ios architect,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,3.9,R
"senior operations data analyst, call center operations",13500.0,13500.0,13500.0,13500.0,2,1125.0,2.7,Excel
senior mysql database administrator,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.0,R
senior mobile product manager,3400000.0,3400000.0,3400000.0,3400000.0,2,283333.33,4.0,R
senior mobile engineer - contractor,540000.0,540000.0,540000.0,540000.0,2,45000.0,3.5,R
senior mobile engineer,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.4,R
"senior manager, rakuten mobile",600000.0,600000.0,600000.0,600000.0,2,50000.0,3.3,R
"senior manager, epidemiologic data scientist",167500.0,167500.0,167500.0,167500.0,2,13958.33,4.0,"AWS, Excel"
senior lidar data scientist,122000.0,122000.0,122000.0,122000.0,2,10166.67,3.9,"AWS, Python"
senior lead software development engineer,564000.0,564000.0,564000.0,564000.0,2,47000.0,4.4,R
database administrator lead,2300000.0,2300000.0,2300000.0,2300000.0,2,191666.67,4.0,R
database administrator ii,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.0,R
database administrator developer,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.1,R
"director ii, data science - grs predictive analytics",194500.0,194500.0,194500.0,194500.0,2,16208.33,3.3,Python
total exp: iv iii in ios,800000.0,800000.0,800000.0,800000.0,2,66666.67,3.8,
director data science,161500.0,161500.0,161500.0,161500.0,2,13458.33,3.6,"AWS, Excel, Python"
"director - data, privacy and ai governance",101000.0,101000.0,101000.0,101000.0,2,8416.67,3.6,
digital marketing & ecommerce data analyst,51500.0,51500.0,51500.0,51500.0,2,4291.67,3.6,Excel
digital health data scientist,86500.0,86500.0,86500.0,86500.0,2,7208.33,4.0,"AWS, Excel, Python"
development expert-lead software engineer,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,3.9,R
db administrator,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.5,R
database software engineer,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.9,R
database developer ii,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,R
database analyst contractor,528000.0,528000.0,528000.0,528000.0,2,44000.0,3.9,R
database administrators,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,3.7,R
database administrator specialist,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.1,R
senior research analytical scientist-non-targeted analysis,65500.0,65500.0,65500.0,65500.0,2,5458.33,4.3,
senior qa tester - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.1,R
senior qa tester,600000.0,600000.0,600000.0,600000.0,2,50000.0,4.1,R
senior python programmer,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.5,"Python, R"
senior python developer - contractor,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.0,"Python, R"
senior project lead - software development engineer,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,4.0,R
senior postgresql database administrator,800000.0,800000.0,800000.0,800000.0,2,66666.67,3.7,R
senior oracle database administrator contractor,372000.0,372000.0,372000.0,372000.0,2,31000.0,3.9,R
senior software development engineer at microsoft,2500000.0,2500000.0,2500000.0,2500000.0,2,208333.33,4.4,R
senior software development engineer - intern,504000.0,504000.0,504000.0,504000.0,2,42000.0,3.8,R
senior software development engineer - contractor,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.2,R
"senior scientist, cell pharmacology/assay development",120000.0,120000.0,120000.0,120000.0,2,10000.0,-1.0,
senior scientist - toxicologist - product integrity (stewardship),74000.0,74000.0,74000.0,74000.0,2,6166.67,3.1,Excel
testing executive,120000.0,120000.0,120000.0,120000.0,2,10000.0,3.3,
senior scientist - neuroscience,145000.0,145000.0,145000.0,145000.0,2,12083.33,3.5,"Excel, Python"
senior scientist - biostatistician,80500.0,80500.0,80500.0,80500.0,2,6708.33,3.1,Excel
test solutions engineer,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.9,R
senior risk data scientist,139500.0,139500.0,139500.0,139500.0,2,11625.0,3.8,
senior software engineer - android,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,4.1,R
senior software engineer (java),1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.2,R
data scientist in artificial intelligence early career,67000.0,67000.0,67000.0,67000.0,2,5583.33,3.8,
data scientist / machine learning expert,114500.0,114500.0,114500.0,114500.0,2,9541.67,3.8,Python
data scientist - systems engineering,69500.0,69500.0,69500.0,69500.0,2,5791.67,3.2,"Excel, Python"
data scientist - quantitative,112500.0,112500.0,112500.0,112500.0,2,9375.0,3.8,"AWS, Excel, Python"
data scientist - health data analytics,142500.0,142500.0,142500.0,142500.0,2,11875.0,4.2,
database administrator consultant,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.4,R
database administrator associate,192000.0,192000.0,192000.0,192000.0,2,16000.0,4.8,R
database administrator advisor,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.3,R
database administrator (dba) oracle,516000.0,516000.0,516000.0,516000.0,2,43000.0,3.8,R
database administrator (database administrator) contractor,528000.0,528000.0,528000.0,528000.0,2,44000.0,3.8,R
database administrator (database administrator) - contractor,4100000.0,4100000.0,4100000.0,4100000.0,2,341666.67,3.8,R
senior software engineer (development lead),2800000.0,2800000.0,2800000.0,2800000.0,2,233333.33,4.4,R
senior software engineer (android/mobility),900000.0,900000.0,900000.0,900000.0,2,75000.0,4.1,R
senior software development test engineer ii,1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,4.6,R
senior software development engineer in test lead,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,3.9,R
senior software development engineer in test contractor,27456.0,27456.0,27456.0,27456.0,2,2288.0,3.8,R
senior software development engineer in test - intern,2200000.0,2200000.0,2200000.0,2200000.0,2,183333.33,3.9,R
senior software development engineer iii,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.2,R
senior software development engineer i,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,3.8,R
senior software java developer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,3.8,R
senior software engineer-game development,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,2.9,R
senior software engineer- ios developer,1300000.0,1300000.0,1300000.0,1300000.0,2,108333.33,4.3,R
"senior software engineer, android",816000.0,816000.0,816000.0,816000.0,2,68000.0,4.3,R
senior software engineer with hsbc software development india pvt ltd,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.0,R
senior software engineer - testing,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,R
senior software engineer - test automation,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,3.9,R
senior software engineer - online development,600000.0,600000.0,600000.0,600000.0,2,50000.0,2.9,R
senior software engineer - java developer - contractor,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.9,R
senior software engineer - java,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,3.9,R
senior software engineer - ios,768000.0,768000.0,768000.0,768000.0,2,64000.0,4.6,R
senior software engineer - front end developer,288000.0,288000.0,288000.0,288000.0,2,24000.0,3.3,R
senior software engineer - front end,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,4.3,R
smts software development engineer,4200000.0,4200000.0,4200000.0,4200000.0,2,350000.0,4.2,R
"senior, android developer",900000.0,900000.0,900000.0,900000.0,2,75000.0,4.7,R
technical lead - java/j2ee,576000.0,576000.0,576000.0,576000.0,2,48000.0,3.6,
techlead java,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.9,
tech lead front end,2400000.0,2400000.0,2400000.0,2400000.0,2,200000.0,3.7,R
tech lead - ios,2100000.0,2100000.0,2100000.0,2100000.0,2,175000.0,4.2,
team lead/senior java developer,744000.0,744000.0,744000.0,744000.0,2,62000.0,3.3,R
team lead ios,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,3.9,
systems engineer ii - data analyst,62500.0,62500.0,62500.0,62500.0,2,5208.33,3.7,Excel
systems developer/python developer - contractor,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.6,"Python, R"
"data scientist, office of data science",114500.0,114500.0,114500.0,114500.0,2,9541.67,3.3,Python
data scientist sr,112000.0,112000.0,112000.0,112000.0,2,9333.33,3.9,"Python, Spark"
senior web and mobile applications developer,576000.0,576000.0,576000.0,576000.0,2,48000.0,4.7,R
senior testing executive,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.3,R
senior test lead,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.7,R
senior test engineer - software development engineer in test,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.0,R
senior test engineer - contractor,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.0,R
"software developer, front end",300000.0,300000.0,300000.0,300000.0,2,25000.0,3.3,R
software developer - android,132000.0,132000.0,132000.0,132000.0,2,11000.0,4.2,R
software developer (java developer),2100000.0,2100000.0,2100000.0,2100000.0,2,175000.0,4.2,R
software developer (ios developer),300000.0,300000.0,300000.0,300000.0,2,25000.0,4.2,R
software developer (backend node js),372000.0,372000.0,372000.0,372000.0,2,31000.0,4.3,R
software developer (backend engineer),1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.8,R
software developer (android) - intern,600000.0,600000.0,600000.0,600000.0,2,50000.0,4.4,R
software developer (android),400000.0,400000.0,400000.0,400000.0,2,33333.33,3.7,R
software design engineer ii - software development engineer ii,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.9,R
software backend engineer,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.3,R
software & android developer,2200000.0,2200000.0,2200000.0,2200000.0,2,183333.33,3.9,R
technology analyst - python developer,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.3,"Python, R"
data engineer 5 - contract (remote),107000.0,107000.0,107000.0,107000.0,2,8916.67,4.2,Excel
data engineer - consultant (charlotte based),85500.0,85500.0,85500.0,85500.0,2,7125.0,4.2,"Excel, Python"
data analytics project manager,63000.0,63000.0,63000.0,63000.0,2,5250.0,3.6,Excel
data analyst senior,66500.0,66500.0,66500.0,66500.0,2,5541.67,3.0,Excel
"data analyst 1, full-time contract worker for up to 12 months",50000.0,50000.0,50000.0,50000.0,2,4166.67,4.2,"AWS, Excel"
data scientist - algorithms & inference,142500.0,142500.0,142500.0,142500.0,2,11875.0,4.2,
"data scientist (actuary, fsa or asa)",107000.0,107000.0,107000.0,107000.0,2,8916.67,3.8,"Excel, Python"
data science project manager,68500.0,68500.0,68500.0,68500.0,2,5708.33,3.6,Excel
ui/ux designer & front end developer,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.6,R
data science engineer - mobile,162000.0,162000.0,162000.0,162000.0,2,13500.0,4.0,"Excel, Python"
data modeler - data solutions engineer,51500.0,51500.0,51500.0,51500.0,2,4291.67,3.3,"Excel, Python"
technical lead - software development engineer in test,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.0,R
cloud database engineer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,3.7,R
test engineer senior analyst,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.1,R
test engineer ii,420000.0,420000.0,420000.0,420000.0,2,35000.0,3.8,R
test engineer analyst,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.1,R
test automation specialist,1300000.0,1300000.0,1300000.0,1300000.0,2,108333.33,4.1,
test architect,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,4.1,R
teradata database administrator,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.8,R
"technology-minded, data professional opportunities",70500.0,70500.0,70500.0,70500.0,2,5875.0,4.7,"Excel, Spark"
software development engineer (sde) ii - contractor,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.1,R
software development engineer (sde) (backend),1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.8,R
software development engineer (sde iii),100000.0,100000.0,100000.0,100000.0,2,8333.33,4.4,R
software development associate engineer i,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.5,R
software development engineer - web,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.2,R
software development engineer - process automation,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.4,R
software development engineer - mcafee,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.7,R
software development engineer - java specialist,1900000.0,1900000.0,1900000.0,1900000.0,2,158333.33,3.8,R
software development engineer - iii,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.2,R
software development engineer - ii (ios),900000.0,900000.0,900000.0,900000.0,2,75000.0,4.6,R
software development engineer - ii,2800000.0,2800000.0,2800000.0,2800000.0,2,233333.33,3.8,R
software development engineer (test),900000.0,900000.0,900000.0,900000.0,2,75000.0,4.2,R
software development engineer (test automation research lab),312000.0,312000.0,312000.0,312000.0,2,26000.0,3.7,R
c and python developer,216000.0,216000.0,216000.0,216000.0,2,18000.0,3.3,"Python, R"
business data analyst,53500.0,53500.0,53500.0,53500.0,2,4458.33,3.8,"Excel, Python"
big data engineer,104500.0,104500.0,90500.0,118500.0,2,8708.33,3.85,"Python, Spark"
bi & platform analytics manager,109500.0,109500.0,109500.0,109500.0,2,9125.0,3.4,"Excel, Python"
best buy mobile - sales consultant,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.1,
customer data scientist,153500.0,153500.0,153500.0,153500.0,2,12791.67,4.3,"AWS, Excel, Python, Spark"
csa front end - contractor,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.7,R
corporate risk data analyst (sql based) - milwaukee or,60000.0,60000.0,60000.0,60000.0,2,5000.0,3.8,"AWS, Excel"
consultant database administrator,2700000.0,2700000.0,2700000.0,2700000.0,2,225000.0,4.3,R
ui/user experience designer & front end developer,600000.0,600000.0,600000.0,600000.0,2,50000.0,4.6,R
computational chemist/data scientist,76500.0,76500.0,76500.0,76500.0,2,6375.0,3.8,Python
college hire - data scientist - open to december 2019 graduates,81000.0,81000.0,81000.0,81000.0,2,6750.0,3.7,
software development engineer iii (sdeiii),3400000.0,3400000.0,3400000.0,3400000.0,2,283333.33,4.6,R
software development engineer ii in test,2900000.0,2900000.0,2900000.0,2900000.0,2,241666.67,3.7,R
software development engineer ii - intern,672000.0,672000.0,672000.0,672000.0,2,56000.0,4.4,R
software development engineer i contractor,372000.0,372000.0,372000.0,372000.0,2,31000.0,3.3,R
software development engineer i - qa,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.8,R
software development engineer i - contractor,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,3.7,R
software development engineer development lead,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,4.4,R
backend software engineer - intern,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.2,R
backend process - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.9,R
backend operation,144000.0,144000.0,144000.0,144000.0,2,12000.0,3.5,R
backend java developer,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.9,R
backend executive & supporting staff,96000.0,96000.0,96000.0,96000.0,2,8000.0,4.2,R
trainee test engineer - contractor,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.6,R
clinical database programmer,2400000.0,2400000.0,2400000.0,2400000.0,2,200000.0,3.9,R
clinical data scientist,84000.0,84000.0,84000.0,84000.0,2,7000.0,4.0,"AWS, Excel"
android &amp; flutter developer,372000.0,372000.0,372000.0,372000.0,2,31000.0,3.2,R
chargeback backend,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.7,R
"c developer, python developer",500000.0,500000.0,500000.0,500000.0,2,41666.67,3.7,"Python, R"
software development engineer in test functional,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.2,R
software development engineer in test engineer and selenium automation engineer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.8,R
software development engineer in test contractor,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,4.0,R
software development engineer in test - contractor,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.0,R
software development engineer in test (sdet) v,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.4,R
software development engineer(ii months) - intern,552000.0,552000.0,552000.0,552000.0,2,46000.0,3.8,R
software development engineer trainee i,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.3,R
backend engineer (python),600000.0,600000.0,600000.0,600000.0,2,50000.0,3.5,"Python, R"
"backend developer, nodejs - intern",180000.0,180000.0,180000.0,180000.0,2,15000.0,4.6,R
backend associate,120000.0,120000.0,120000.0,120000.0,2,10000.0,2.9,
backend support,132000.0,132000.0,132000.0,132000.0,2,11000.0,4.1,R
backend software engineer at myntra,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,4.1,R
software development engineer microsoft,3300000.0,3300000.0,3300000.0,3300000.0,2,275000.0,4.4,R
software development engineer in testing - intern,576000.0,576000.0,576000.0,576000.0,2,48000.0,3.9,R
software development engineer in testing - contractor,800000.0,800000.0,800000.0,800000.0,2,66666.67,3.9,R
"software development engineer in test, ii",2900000.0,2900000.0,2900000.0,2900000.0,2,241666.67,4.4,R
software development engineer in test level iii,744000.0,744000.0,744000.0,744000.0,2,62000.0,3.8,R
software development engineer in test level ii,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,R
software development engineer in test lead - contractor,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,3.3,R
software development enginees,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.0,R
"associate, data science, internal audit",62500.0,62500.0,62500.0,62500.0,2,5208.33,3.1,"Excel, Python"
associate web developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.8,R
associate software development engineer-2,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,3.9,R
associate software development engineer i,100000.0,100000.0,100000.0,100000.0,2,8333.33,3.9,R
associate software development engineer - ii,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,3.9,R
android & flutter developer - intern,456000.0,456000.0,456000.0,456000.0,2,38000.0,5.0,R
backend engineering,924000.0,924000.0,924000.0,924000.0,2,77000.0,4.2,R
backend engineer head,3600000.0,3600000.0,3600000.0,3600000.0,2,300000.0,1.6,R
"software development engineering, analyst",1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,3.3,R
software development engineering professional,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.3,R
software development engineer-quality,912000.0,912000.0,912000.0,912000.0,2,76000.0,4.1,R
software development engineer-1 - intern,576000.0,576000.0,576000.0,576000.0,2,48000.0,3.8,R
"software development engineer, test - intern",468000.0,468000.0,468000.0,468000.0,2,39000.0,3.8,R
"software development engineer, associate",300000.0,300000.0,300000.0,300000.0,2,25000.0,3.3,R
software engineer (python/django) - intern,108000.0,108000.0,108000.0,108000.0,2,9000.0,4.2,"Python, R"
software engineer (java developer) - intern,336000.0,336000.0,336000.0,336000.0,2,28000.0,3.9,R
software engineer (ios),1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,2.9,R
software engineer (ios developer) contractor,636000.0,636000.0,636000.0,636000.0,2,53000.0,4.9,R
software engineer (ios developer) - intern,96000.0,96000.0,96000.0,96000.0,2,8000.0,3.8,R
software engineer (front-end developer),1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,4.4,R
software engineer (dot net development),360000.0,360000.0,360000.0,360000.0,2,30000.0,4.1,R
software engineer (android developer),600000.0,600000.0,600000.0,600000.0,2,50000.0,4.1,R
software engineer ( java ),996000.0,996000.0,996000.0,996000.0,2,83000.0,5.0,R
software development test engineer i,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,3.7,R
software engineer backend - intern,348000.0,348000.0,348000.0,348000.0,2,29000.0,3.8,R
software engineer - mobile ios,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,4.3,R
software engineer - java developer contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.8,R
associate professional test engineer,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.5,R
"associate principal scientist, pharmacogenomics",95000.0,95000.0,95000.0,95000.0,2,7916.67,3.9,
associate oracle database administrator,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,3.4,R
"associate member of technical staff (software development engineer), l3",300000.0,300000.0,300000.0,300000.0,2,25000.0,4.0,R
associate machine learning engineer / data scientist may 2020 undergrad,74500.0,74500.0,74500.0,74500.0,2,6208.33,3.8,"Python, Spark"
associate ios developer,216000.0,216000.0,216000.0,216000.0,2,18000.0,3.9,R
associate front end engineer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.0,R
associate environmental scientist - wildlife biologist,51000.0,51000.0,51000.0,51000.0,2,4250.0,4.7,Excel
"associate director/director, safety scientist",140000.0,140000.0,140000.0,140000.0,2,11666.67,4.4,Excel
analytics manager,87500.0,87500.0,87500.0,87500.0,2,7291.67,4.3,Excel
associate developer - ios,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.9,R
automation tester,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.9,R
software engineer - database,1056000.0,1056000.0,1056000.0,1056000.0,2,88000.0,4.1,R
analytics - business assurance data analyst,43000.0,43000.0,43000.0,43000.0,2,3583.33,4.6,Excel
software engineer(python developer),1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,4.1,"Python, R"
"software engineer(php, python, react, laravel, js)",400000.0,400000.0,400000.0,400000.0,2,33333.33,5.0,"Python, R"
software engineer(java developer),200000.0,200000.0,200000.0,200000.0,2,16666.67,3.6,R
software engineer(ios developer),700000.0,700000.0,700000.0,700000.0,2,58333.33,3.0,R
software engineer(development),800000.0,800000.0,800000.0,800000.0,2,66666.67,3.9,R
associate data engineer,65500.0,65500.0,65500.0,65500.0,2,5458.33,3.5,"AWS, Excel, Spark"
amazon software development engineer in test,204000.0,204000.0,204000.0,204000.0,2,17000.0,3.8,"AWS, R"
associate data analyst,38500.0,38500.0,29500.0,47500.0,2,3208.33,3.4,Excel
associate backend developer,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.2,R
associate android engineer,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.6,R
assistant manager backend,672000.0,672000.0,672000.0,672000.0,2,56000.0,3.8,R
asap software development engineer,1138368.0,1138368.0,1138368.0,1138368.0,2,94864.0,4.6,R
applications/software development/support or engineer,2400000.0,2400000.0,2400000.0,2400000.0,2,200000.0,2.6,R
applications development associate (ase associate software engineer ),384000.0,384000.0,384000.0,384000.0,2,32000.0,4.1,R
applications developer/python developer,192000.0,192000.0,192000.0,192000.0,2,16000.0,4.2,"Python, R"
associate python developer,600000.0,600000.0,600000.0,600000.0,2,50000.0,4.2,"Python, R"
software engineer(backend developer),300000.0,300000.0,300000.0,300000.0,2,25000.0,2.4,R
software engineer(android),600000.0,600000.0,600000.0,600000.0,2,50000.0,4.0,R
software engineer web development,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.3,R
software engineer research and development,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.6,R
software engineer python - machine learning role,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.1,"Python, R"
software engineer java,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.7,R
software engineer in test,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.1,R
software engineer iii - product development,2100000.0,2100000.0,2100000.0,2100000.0,2,175000.0,4.1,R
software engineer iii - ios,540000.0,540000.0,540000.0,540000.0,2,45000.0,3.5,R
software tester - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.9,R
android developer/software engineer,288000.0,288000.0,288000.0,288000.0,2,24000.0,4.1,R
apple ios development,216000.0,216000.0,216000.0,216000.0,2,18000.0,3.5,
android trainee contractor,72000.0,72000.0,72000.0,72000.0,2,6000.0,3.6,R
android trainee - intern,168000.0,168000.0,168000.0,168000.0,2,14000.0,4.3,R
android testing,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.0,R
android test engineer,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.9,R
android develoiper,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.0,R
"software engineer, product development (web ui developer)",900000.0,900000.0,900000.0,900000.0,2,75000.0,4.3,R
sql server database administrator - intern,348000.0,348000.0,348000.0,348000.0,2,29000.0,3.8,R
"sql developer, java developer",180000.0,180000.0,180000.0,180000.0,2,15000.0,3.9,R
sql database administrator contractor,100000.0,100000.0,100000.0,100000.0,2,8333.33,4.3,R
android and flutter developer,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.9,R
android quality engineer,960000.0,960000.0,960000.0,960000.0,2,80000.0,3.4,R
android programmer,624000.0,624000.0,624000.0,624000.0,2,52000.0,4.5,R
android platform developer - intern,324000.0,324000.0,324000.0,324000.0,2,27000.0,4.3,R
android mobile developer,312000.0,312000.0,312000.0,312000.0,2,26000.0,4.2,R
android lead developer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.0,R
android ionic developer,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.0,R
android framework engineer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.3,R
android engineer - intern,348000.0,348000.0,348000.0,348000.0,2,29000.0,3.1,R
test engineering team lead,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.1,R
".net developer, python",468000.0,468000.0,468000.0,468000.0,2,39000.0,3.9,"Python, R"
advanced database administrator,1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,3.3,R
android applications develpoers,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.1,R
android applications developer - contractor,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.7,R
specialist backend developer,2500000.0,2500000.0,2500000.0,2500000.0,2,208333.33,3.6,R
software tools development engineer,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.7,R
software testing,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.9,R
software tester contractor,204000.0,204000.0,204000.0,204000.0,2,17000.0,4.1,R
ace - android development,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.6,R
web developer/android developer - intern,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.1,R
"web developer, python developer",300000.0,300000.0,300000.0,300000.0,2,25000.0,4.1,"Python, R"
web developer (front-end),1096128.0,1096128.0,1096128.0,1096128.0,2,91344.0,4.0,R
"vp, data science",124500.0,124500.0,124500.0,124500.0,2,10375.0,3.2,"Excel, Python"
xamarin mobile developer,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.4,R
aem front end developer - intern,108000.0,108000.0,108000.0,108000.0,2,9000.0,3.5,R
advanced python developer,528000.0,528000.0,528000.0,528000.0,2,44000.0,3.8,"Python, R"
amazon software development engineer i,1300000.0,1300000.0,1300000.0,1300000.0,2,108333.33,3.8,"AWS, R"
ag data scientist,80500.0,80500.0,80500.0,80500.0,1,6708.33,4.6,
analytics consultant,66500.0,66500.0,66500.0,66500.0,1,5541.67,4.4,Python
web data analyst,106000.0,106000.0,106000.0,106000.0,1,8833.33,4.2,"Excel, Python"
sony mobile,800000.0,800000.0,800000.0,800000.0,1,66666.67,3.9,
spectral scientist/engineer,86500.0,86500.0,86500.0,86500.0,1,7208.33,4.7,
sql data engineer,93000.0,93000.0,93000.0,93000.0,1,7750.0,3.4,"AWS, Python"
software engineer staff scientist: human language technologies,99000.0,99000.0,99000.0,99000.0,1,8250.0,3.7,Python
software engineer (data scientist/software engineer) - sisw - mg,107000.0,107000.0,107000.0,107000.0,1,8916.67,4.1,"Excel, Python"
software data engineer - college,73000.0,73000.0,73000.0,73000.0,1,6083.33,4.0,
senior spark engineer (data science),106500.0,106500.0,106500.0,106500.0,1,8875.0,4.4,"AWS, Python, Spark"
